gaia_id,ra,dec,main_id,simbad_names,star_names,common_name,has_common_name,object_type
2077738571736987008,293.6012912561777,42.37979063919794,Kepler-944b,KOI-1732.01|Kepler-944b,KOI-1732.01,KOI-1732.01,True,Pl
2077745168807120128,294.1378908993849,42.370405198587456,KOI-2220.04,KOI-2220.04,KOI-2220.04,KOI-2220.04,True,Pl?
2077805263989929728,293.21735492552466,42.720581094053394,Kepler-1127b,KOI-2164.01|Kepler-1127b,KOI-2164.01,KOI-2164.01,True,Pl
2077811410082955776,293.0940404908102,42.896446014560745,Kepler-986b,KOI-1862.01|Kepler-986b,KOI-1862.01,KOI-1862.01,True,Pl
2077889892023816960,295.3044938635301,42.475320821995034,Kepler-61b,Kepler-61b|KOI-1361.01,Kepler-61b,Kepler-61b,True,Pl
2077911332502996224,295.23925716542544,42.72648418146666,Kepler-1255,Gaia DR3 2077911332502996224|TIC 271538318|Gaia DR2 2077911332502996224|KOI-2487|2MASS J19405742+4243353|Kepler-1255|KIC 7212184,TIC 271538318,TIC 271538318,True,Ro*
2078003897636955008,295.6513789703448,43.029776966946564,Kepler-713,Gaia DR3 2078003897636955008|TIC 271762145|Gaia DR2 2078003897636955008|2MASS J19423636+4301473|KOI-887|Kepler-713|KIC 7458762,TIC 271762145,TIC 271762145,True,*
2078201809729303040,293.71911722385306,43.12457550223505,Kepler-1441b,KOI-3147.01|Kepler-1441b,KOI-3147.01,KOI-3147.01,True,Pl
2078225792827512704,293.2880226154511,43.51490420361697,Kepler-1579b,KOI-4268.01|Kepler-1579b,KOI-4268.01,KOI-4268.01,True,Pl
2078404532186285568,294.10814522690896,44.77065109154857,Kepler-281d,Kepler-281d|KOI-1258.03,Kepler-281d,Kepler-281d,True,Pl
2078450436800904448,298.395769441656,42.45977159188324,Kepler-312c,Kepler-312c|KOI-1628.01,Kepler-312c,Kepler-312c,True,Pl
2078515170549178880,297.4653359712291,42.88285161862764,Kepler-289b,Kepler-289b|KOI-1353.02|PH 3b|KOI-1353b,Kepler-289b,Kepler-289b,True,Pl
2078527986732237824,298.0144602421843,42.95743010193205,Kepler-1765b,Kepler-1765b|KOI-1704.01,Kepler-1765b,Kepler-1765b,True,Pl
2078648211455026432,297.72422409630224,43.52727457583185,Kepler-865b,KOI-1499.01|Kepler-865b,KOI-1499.01,KOI-1499.01,True,Pl
2078818944993952256,296.6368896272264,43.80279504770571,Kepler-559,Gaia DR3 2078818944993952256|TIC 272488625|Gaia DR2 2078818944993952256|KOI-460|2MASS J19463284+4348100|Kepler-559|KIC 8043638,TIC 272488625,TIC 272488625,True,Ro*
2078832551450444032,296.56621648367974,44.105805826810695,Kepler-251c,Kepler-251c|KOI-907.01,Kepler-251c,Kepler-251c,True,Pl
2078852754973778560,297.2789112507919,43.72396806918067,Kepler-162c,Kepler-162c|KOI-459.01,Kepler-162c,Kepler-162c,True,Pl
2079000330051813504,298.65273637846053,43.9549878103226,Kepler-186d,Kepler-186d|KOI-571.02,Kepler-186d,Kepler-186d,True,Pl
2079056714383865856,298.63564750880084,44.17093863800702,Kepler-720b,KOI-908.01|Kepler-720b,KOI-908.01,KOI-908.01,True,Pl
2079224424266279936,299.2681694721869,45.22728042862692,Kepler-329,LAMOST J195704.32+451338.7|Gaia DR3 2079224424266279936|TIC 268713285|Gaia DR2 2079224424266279936|2MASS J19570433+4513387|KOI-1874|Kepler-329|KIC 8978528,LAMOST J195704.32+451338.7,LAMOST J195704.32+451338.7,True,Ro*
2079247239132750720,299.0770604695336,45.4405558604443,Kepler-1161b,KOI-2256.01|Kepler-1161b,KOI-2256.01,KOI-2256.01,True,Pl
2079368391569401600,297.7119319948975,45.26198669424677,Kepler-115c,Kepler-115c|KOI-159.01,Kepler-115c,Kepler-115c,True,Pl
2079523903745213056,297.9516072369916,46.264702004665445,Kepler-1666b,Kepler-1666b|KOI-945.01,Kepler-1666b,Kepler-1666b,True,Pl
2079563829758338432,295.95134656106194,43.85198681723056,Kepler-500b,KOI-237.01|Kepler-500b,KOI-237.01,KOI-237.01,True,Pl
2079608703576897024,295.53606198147037,43.884410424637835,Kepler-719b,KOI-903.01|Kepler-719b,KOI-903.01,KOI-903.01,True,err
2079700100481104000,296.1589886994846,44.56304450501906,Kepler-1585b,KOI-4300.01|Kepler-1585b,KOI-4300.01,KOI-4300.01,True,Pl
2079750265699679872,295.94827644961407,44.75309528275378,Kepler-1475,Gaia DR3 2079750265699679872|TIC 271970692|Gaia DR2 2079750265699679872|KOI-3349|2MASS J19434758+4445112|Kepler-1475|KIC 8636333,TIC 271970692,TIC 271970692,True,Ro*
2079807646464016256,295.9049785301713,45.405429512866995,KOI-4500.03,KOI-4500.03,KOI-4500.03,KOI-4500.03,True,Pl?
2079810120364906880,296.0642940368442,45.4285978626384,Kepler-335c,Kepler-335c|KOI-1915.02,Kepler-335c,Kepler-335c,True,Pl
2079877568529123328,294.84693393227053,45.034415827323436,Kepler-727b,KOI-922.01|Kepler-727b,KOI-922.01,KOI-922.01,True,Pl
2079893820684922112,294.39094543549413,44.762952810360254,Kepler-1846b,Kepler-1846b|KOI-2503.01,Kepler-1846b,Kepler-1846b,True,Pl
2079905193758608384,294.5536785265823,45.08129842346701,Kepler-1450b,KOI-3266.01|Kepler-1450b,KOI-3266.01,KOI-3266.01,True,Pl
2079920140245373184,294.18918123387994,45.15152461944831,Kepler-1149b,KOI-2224.01|Kepler-1149b,KOI-2224.01,KOI-2224.01,True,Pl
2079920552562267904,294.26632448719295,45.204229225062335,Kepler-1159b,KOI-2253.01|Kepler-1159b,KOI-2253.01,KOI-2253.01,True,Pl
2079920724360946560,294.2373431819365,45.19681212689284,Kepler-1314b,KOI-2688.01|Kepler-1314b,KOI-2688.01,KOI-2688.01,True,Pl
2080048680026646912,294.56935408928723,45.67115954118641,Kepler-1101b,KOI-2107.01|Kepler-1101b,KOI-2107.01,KOI-2107.01,True,Pl
2080062389562356864,294.5965568937497,46.04837214378045,Kepler-1873b,Kepler-1873b|KOI-2735.01,Kepler-1873b,Kepler-1873b,True,Pl
2080271674728481280,297.14879368877695,46.296924478058685,Kepler-1994b,Kepler-1994b|KOI-2612.01,Kepler-1994b,Kepler-1994b,True,Pl
2080287892525359872,297.8423044790651,46.574362212838714,Kepler-32c,Kepler-32c|KOI-952.02,Kepler-32c,Kepler-32c,True,Pl
2080326444152019456,296.83836516766905,46.626390534224136,Kepler-564,LAMOST J194721.21+463735.0|LAMOST J194721.24+463735.4|Gaia DR3 2080326444152019456|TIC 272838324|Gaia DR2 2080326444152019456|KOI-470|2MASS J19472121+4637350|Kepler-564|KIC 9844088,LAMOST J194721.21+463735.0,LAMOST J194721.21+463735.0,True,Ro*
2080340222407746816,296.8034130119201,46.741099133224495,Kepler-361b,Kepler-361b|KOI-2135.03,Kepler-361b,Kepler-361b,True,Pl
2080388566557873280,295.82157130519226,46.053056042361646,Kepler-1315b,KOI-2694.01|Kepler-1315b,KOI-2694.01,KOI-2694.01,True,Pl
2080466185207274880,295.34272992767865,46.60221278276875,Kepler-1052c,Kepler-1052c|KOI-2012.02,Kepler-1052c,Kepler-1052c,True,Pl
2080529922521395712,296.2776573230139,46.8997990534678,Kepler-1336c,KOI-2748.02|Kepler-1336c,KOI-2748.02,KOI-2748.02,True,Pl
2080638877253151232,296.2320521329631,47.67885987444111,Kepler-1739b,Kepler-1739b|KOI-1170.01,Kepler-1739b,Kepler-1739b,True,Pl
2082208254002842240,300.41746039512776,45.605484503722444,Kepler-1779b,Kepler-1779b|KOI-1969.01,Kepler-1779b,Kepler-1779b,True,Pl
2085242360641759616,299.3814879586017,45.59207873754209,Kepler-1848,Kepler-1848|Gaia DR3 2085242360641759616|TIC 268712158|SPOCS 3915|Gaia DR2 2085242360641759616|KOI-2522|2MASS J19573158+4535320|KIC 9177629,Kepler-1848,Kepler-1848,True,Ro*
2085261705174452736,299.13624540078854,45.86995930271982,Kepler-382c,Kepler-382c|KOI-2374.02,Kepler-382c,Kepler-382c,True,Pl
2085281530744134272,299.8966264666218,46.05189941092993,Kepler-352c,Kepler-352c|KOI-2029.01,Kepler-352c,Kepler-352c,True,Pl
2085482775729637376,298.73634785426356,46.499142015990586,Kepler-445b,Kepler-445b|KOI-2704.02,Kepler-445b,Kepler-445b,True,Pl
2085502463860057984,298.8666228611293,46.502232517911594,Kepler-1066b,KOI-2035.01|Kepler-1066b,KOI-2035.01,KOI-2035.01,True,Pl
2085514146171216768,298.9503647047363,46.69284521350054,Kepler-1252,Gaia DR3 2085514146171216768|TIC 268387099|Gaia DR2 2085514146171216768|KOI-2483|2MASS J19554807+4641340|Kepler-1252|KIC 9851662,TIC 268387099,TIC 268387099,True,Ro*
2085626983551485440,299.8305712611985,47.15757743299798,Kepler-267b,Kepler-267b|KOI-1078.01,Kepler-267b,Kepler-267b,True,Pl
2086320878467532032,297.72320222924185,47.112684393265205,Kepler-1092,LAMOST J195053.51+470644.8|Gaia DR3 2086320878467532032|TIC 273378026|Gaia DR2 2086320878467532032|2MASS J19505355+4706455|KOI-2097|Kepler-1092|KIC 10158729,LAMOST J195053.51+470644.8,LAMOST J195053.51+470644.8,True,Ro*
2086388807671765504,296.9867278416722,47.47735189104904,Kepler-623,Gaia DR3 2086388807671765504|TIC 272842291|Gaia DR2 2086388807671765504|KOI-618|2MASS J19475681+4728386|Kepler-623|KIC 10353968,TIC 272842291,TIC 272842291,True,Ro*
2086414268238649984,297.7001779323569,47.863703190446756,Kepler-550b,KOI-429.01|Kepler-550b,KOI-429.01,KOI-429.01,True,Pl
2086439488284337536,298.2581102184892,47.60500451109408,Kepler-125c,Kepler-125c|KOI-251.02,Kepler-125c,Kepler-125c,True,Pl
2086455740440489472,297.9707229443761,47.73160190618668,Kepler-141c,Kepler-141c|KOI-338.01,Kepler-141c,Kepler-141c,True,Pl
2086474260339833088,298.4264130901201,47.946820305526536,** KOI 2317B,Gaia DR3 2086474260332119936|WDS J19537+4757B|** KOI 2317B|Gaia DR2 2086474260332119936,WDS J19537+4757B,WDS J19537+4757B,True,*
2086498312157538688,298.55089315311784,48.33254450416091,Kepler-553b,KOI-433.01|Kepler-553b,KOI-433.01,KOI-433.01,True,Pl
2086505630781210752,297.78654689131986,47.88615517731782,Kepler-1121b,KOI-2149.01|Kepler-1121b,KOI-2149.01,KOI-2149.01,True,Pl
2086577373912703104,296.81368795830946,47.526543619135886,Kepler-40b,KOI-428b|Kepler-40b|KOI-428.01,KOI-428b,KOI-428b,True,Pl
2086586273085111808,296.9687937314946,47.751479823978606,Kepler-1112b,KOI-2131.01|Kepler-1112b,KOI-2131.01,KOI-2131.01,True,Pl
2086634445439637376,296.71273933308925,48.272281687695184,Kepler-1820,Kepler-1820|Gaia DR3 2086634445439637376|TIC 351189211|Gaia DR2 2086634445439637376|KOI-2305|2MASS J19465105+4816203|KIC 10874215,Kepler-1820,Kepler-1820,True,Ro*
2086636884980514304,296.83724772236945,48.239970653013465,Kepler-6b,TOI-3534.01|Kepler-6b|KOI-17.01,TOI-3534.01,TOI-3534.01,True,Pl
2086814864122389760,296.550098701181,49.102306703582045,KOI-2422.02,KOI-2422.02,KOI-2422.02,KOI-2422.02,True,Pl?
2086818579276362624,296.46449105436176,49.18289487492258,Kepler-1080b,KOI-2069.01|Kepler-1080b,KOI-2069.01,KOI-2069.01,True,Pl
2086827237930612096,296.8591782875682,49.16201209979008,Kepler-524c,KOI-330.02|Kepler-524c,KOI-330.02,KOI-330.02,True,Pl
2086833663201784704,296.9964850250454,49.25631961662053,Kepler-1363b,KOI-2836.01|Kepler-1363b,KOI-2836.01,KOI-2836.01,True,Pl
2086838576644246144,296.7541633160568,49.20870827406525,Kepler-998b,KOI-1885.01|Kepler-998b,KOI-1885.01,KOI-1885.01,True,Pl
2086847785054193792,296.7533557299509,49.378072420493176,Kepler-1862,Kepler-1862|Gaia DR3 2086847785054193792|TIC 27913951|Gaia DR2 2086847785054193792|KOI-2620|2MASS J19470081+4922411|KIC 11465950,Kepler-1862,Kepler-1862,True,Ro*
2087215262455233664,297.0905512294495,49.626484492997776,Kepler-991b,KOI-1876.01|Kepler-991b,KOI-1876.01,KOI-1876.01,True,Pl
2088526979830768512,302.3687838902495,52.27673910531736,HD 191806,HIP 99306|Gaia DR3 2088526979830768512|TIC 294684871|AG+52 1354|BD+51  2782|GSC 03571-01270|HD 191806|HIC  99306|PPM  38187|SAO  32320|SKY# 37924|TYC 3571-1270-1|YZ  52  6390|Gaia DR2 2088526979830768512|2MASS J20092831+5216347|Gaia DR1 2088526941166099968,HIP 99306,HIP 99306,True,PM*
2089570519439964416,300.61549185195605,53.377461920231646,HD 235088b,HD 235088b|TOI-1430b|TOI-1430.01,HD 235088b,HD 235088b,True,Pl
2096524140211914368,280.9005712111233,36.55686499571175,HD 173416,HIP 91852|Gaia DR3 2096524140211914368|TIC 157951225|AG+36 1680|BD+36  3246|GC 25640|GCRV 11177|GEN# +1.00173416|GSC 02649-01153|HD 173416|HIC  91852|HR  7043|IRAS 18418+3630|PPM  81707|SAO  67292|SKY# 34387|TYC 2649-1153-1|UBV M  23190|Gaia DR2 2096524140211914368|2MASS J18433610+3633237|WEB 15809|NAME Xihe,Xihe,Xihe,True,PM*
2099071433776757888,286.15012557494134,37.411342614618775,Kepler-1299b,KOI-2634.01|Kepler-1299b,KOI-2634.01,KOI-2634.01,True,Pl
2099457980832215552,288.5493723332801,38.56519669905385,Kepler-1493b,KOI-3415.01|Kepler-1493b,KOI-3415.01,KOI-3415.01,True,Pl
2099605968225288960,287.3629170481944,38.6497389834136,Kepler-467b,KOI-118.01|Kepler-467b,KOI-118.01,KOI-118.01,True,Pl
2099606483621385216,287.36197234512946,38.714142299228236,HD 179070b,Kepler-21Ab|Kepler-21b|KOI-975.01|HD 179070b,Kepler-21Ab,Kepler-21Ab,True,Pl
2099632837540824192,287.5296371929234,38.89450678454841,KOI-2261.02,KOI-2261.02,KOI-2261.02,KOI-2261.02,True,Pl?
2099681216051775616,288.133678563274,38.99689321872369,Kepler-794b,KOI-1216.01|Kepler-794b,KOI-1216.01,KOI-1216.01,True,Pl
2099728391973441920,288.69868321610153,39.708202342503554,Kepler-626b,KOI-628.01|Kepler-626b,KOI-628.01,KOI-628.01,True,Pl
2099862910348755712,285.6616949336345,37.96456931636411,Kepler-98b,Kepler-98b|KOI-299.01,Kepler-98b,Kepler-98b,True,Pl
2099980111415659776,286.5580108576186,38.40523894610783,Kepler-967b,KOI-1830.01|Kepler-967b,KOI-1830.01,KOI-1830.01,True,Pl
2100009935669354240,286.6300791947926,38.94559112287953,Kepler-473b,KOI-149.01|Kepler-473b,KOI-149.01,KOI-149.01,True,Pl
2100018422524180864,285.92874707202196,38.520701690455475,Kepler-1308b,KOI-2662.01|Kepler-1308b,KOI-2662.01,KOI-2662.01,True,Pl
2100070958564495488,286.05243997684045,39.09602776255761,KOI-4084.02,KOI-4084.02,KOI-4084.02,KOI-4084.02,True,Pl?
2100279865772807424,285.617392456046,39.37946692104451,Kepler-821b,KOI-1337.01|Kepler-821b,KOI-1337.01,KOI-1337.01,True,Pl
2100451630105041152,286.6383904848715,39.48790457559991,Kepler-25d,Kepler-25d|KOI-244.10,Kepler-25d,Kepler-25d,True,Pl
2100570824038577792,288.0297156137891,40.344193849548475,Kepler-1852b,Kepler-1852b|KOI-2532.01,Kepler-1852b,Kepler-1852b,True,Pl
2100882501225436032,286.2543954331172,41.02183600364971,Kepler-1691b,Kepler-1691b|KOI-2802.01,Kepler-1691b,Kepler-1691b,True,Pl
2100959501399885696,289.7917597933761,39.2852657304715,Kepler-1513c,Kepler-1513c,Kepler-1513c,Kepler-1513c,True,Pl
2101035367703145088,289.7473166893232,39.5234119625285,Kepler-1181,LAMOST J191859.35+393124.3|Gaia DR3 2101035367703145088|TIC 394176812|Gaia DR2 2101035367703145088|KOI-2303|2MASS J19185935+3931244|Kepler-1181|KIC 4458082,LAMOST J191859.35+393124.3,LAMOST J191859.35+393124.3,True,V*
2101087044750770688,290.57671150114567,39.95689104288998,KOI-2739.02,KOI-2739.02,KOI-2739.02,KOI-2739.02,True,Pl?
2101093092063293824,290.09078812499405,39.81690695510233,Kepler-887c,KOI-1534.02|Kepler-887c,KOI-1534.02,KOI-1534.02,True,Pl
2101123534792103168,290.63327416238525,40.13696598191528,Kepler-1225b,KOI-2406.01|Kepler-1225b,KOI-2406.01,KOI-2406.01,True,Pl
2101129032350251904,290.49991509000046,40.28771648506085,Kepler-1951b,Kepler-1951b|KOI-4320.01,Kepler-1951b,Kepler-1951b,True,Pl
2101175933393051008,290.3926781073965,40.28490879813724,Kepler-109c,Kepler-109c|KOI-123.02,Kepler-109c,Kepler-109c,True,Pl
2101255751063996672,289.54839905000216,40.16414455236607,KOI-4524.02,KOI-4524.02,KOI-4524.02,KOI-4524.02,True,Pl?
2101298357139960576,288.82289957608407,40.38900875894667,Kepler-904,Gaia DR3 2101298357139960576|TIC 121789066|Gaia DR2 2101298357139960576|KOI-1603|2MASS J19151750+4023205|Kepler-904|KIC 5177104,TIC 121789066,TIC 121789066,True,Ro*
2101303889057595136,288.3969747332718,40.21318930927907,Kepler-1556,LAMOST J191335.28+401247.4|Gaia DR3 2101303889057595136|TIC 121603852|Gaia DR2 2101303889057595136|KOI-4127|2MASS J19133528+4012475|Kepler-1556|KIC 5088400,LAMOST J191335.28+401247.4,LAMOST J191335.28+401247.4,True,Ro*
2101305469605609088,288.4714979439979,40.269816448235446,Kepler-955b,KOI-1801.01|Kepler-955b,KOI-1801.01,KOI-1801.01,True,Pl
2101307290671768704,288.43359817240355,40.380850855607136,Kepler-1320,Gaia DR3 2101307290671768704|TIC 121603556|Gaia DR2 2101307290671768704|2MASS J19134406+4022511|KOI-2708|Kepler-1320|KIC 5175986,TIC 121603556,TIC 121603556,True,Ro*
2101410850923823488,289.8707470541139,41.04074822973047,Kepler-1529,Gaia DR3 2101410850923823488|TIC 122137575|Gaia DR2 2101410850923823488|2MASS J19192897+4102266|KOI-3916|Kepler-1529|KIC 5784777,TIC 122137575,TIC 122137575,True,Ro*
2101422911191267968,289.28981888274126,40.68162506796128,Kepler-1438,Gaia DR3 2101422911191267968|TIC 121946404|Gaia DR2 2101422911191267968|KOI-3141|2MASS J19170955+4040540|Kepler-1438|KIC 5440317,TIC 121946404,TIC 121946404,True,Ro*
2101449265111030912,289.37654027516277,41.158067804074186,Kepler-1582b,KOI-4290.01|Kepler-1582b,KOI-4290.01,KOI-4290.01,True,Pl
2101475241074002176,289.5530046131028,41.29785353121922,Kepler-1688,Kepler-1688|Gaia DR3 2101475241074002176|TIC 122068161|SPOCS 3538|Gaia DR2 2101475241074002176|2MASS J19181271+4117522|KOI-2733|KIC 5953297,Kepler-1688,Kepler-1688,True,Ro*
2101476065707700480,289.4447583664898,41.31797139785489,Kepler-1081b,KOI-2071.01|Kepler-1081b,KOI-2071.01,KOI-2071.01,True,Pl
2101507367429089664,291.14810297585854,40.66941366183984,Kepler-88c,KOI-142.10|KOI-142c|Kepler-88c|KOI-142.02,KOI-142.10,KOI-142.10,True,Pl
2101521042605000832,291.15876310868646,40.75020931549048,Kepler-240,Gaia DR3 2101521042605000832|TIC 122712446|SPOCS 3493|Gaia DR2 2101521042605000832|KOI-837|2MASS J19243810+4045009|Kepler-240|KIC 5531576,TIC 122712446,TIC 122712446,True,Ro*
2101644600223555328,292.12510148874316,41.40779204766015,Kepler-1296b,KOI-2627.01|Kepler-1296b,KOI-2627.01,KOI-2627.01,True,Pl
2101650647537529088,291.64089829188475,41.241106661246135,Kepler-496b,KOI-226.01|Kepler-496b,KOI-226.01,KOI-226.01,True,Pl
2101651781408908160,291.6044968445123,41.30932654536158,KOI-2167.02,KOI-2167.02,KOI-2167.02,KOI-2167.02,True,Pl?
2101733244046205568,291.3861331778195,41.99013540916447,Kepler-100e,KOI-41.10|Kepler-100e,KOI-41.10,KOI-41.10,True,Pl
2101775579545559296,290.37632573622744,41.15079433648913,Kepler-1318,Gaia DR3 2101775579545559296|TIC 122442545|Gaia DR2 2101775579545559296|2MASS J19213031+4109026|KOI-2703|Kepler-1318|KIC 5871985,TIC 122442545,TIC 122442545,True,Ro*
2101898205154183296,290.00756360202206,42.116469812525544,Kepler-707b,KOI-861.01|Kepler-707b,KOI-861.01,KOI-861.01,True,Pl
2101930164010053120,291.03363315598534,42.26784421665924,Kepler-1077b,KOI-2062.01|Kepler-1077b,KOI-2062.01,KOI-2062.01,True,Pl
2102096774379579520,288.5385570006648,40.877128413154,Kepler-1362,Gaia DR3 2102096774379579520|TIC 121660595|Gaia DR2 2102096774379579520|2MASS J19140925+4052375|KIC 5609593|KOI-2834|Kepler-1362,TIC 121660595,TIC 121660595,True,Ro*
2102117871259036672,288.58149231051897,41.08973056538066,Kepler-7b,Kepler-7b|KOI-97.01,Kepler-7b,Kepler-7b,True,Pl
2102152815113208192,287.9565763212122,41.13028256513629,Kepler-950b,KOI-1787.01|Kepler-950b,KOI-1787.01,KOI-1787.01,True,Pl
2102468134431912064,287.13057737546086,42.35015282172289,Kepler-491,LAMOST J190831.33+422100.5|LAMOST J190831.38+422100.8|Gaia DR3 2102468134431912064|TIC 158388163|SPOCS 3639|Gaia DR2 2102468134431912064|KOI-201|2MASS J19083133+4221005|Kepler-491|KIC 6849046,LAMOST J190831.33+422100.5,LAMOST J190831.33+422100.5,True,EB*
2102511874378223360,287.857948491108,42.54267744495093,KOI-255.03,KOI-255.03,KOI-255.03,KOI-255.03,True,Pl?
2102518574527334016,288.2306149736378,42.413618638006774,Kepler-584,LAMOST J191255.34+422449.0|Gaia DR3 2102518574527334016|TIC 158722119|Gaia DR2 2102518574527334016|2MASS J19125534+4224490|KOI-513|Kepler-584|KIC 6937692,LAMOST J191255.34+422449.0,LAMOST J191255.34+422449.0,True,Ro*
2102530703514980864,288.16396841577125,42.48101128212119,Kepler-1597b,KOI-4382.01|Kepler-1597b,KOI-4382.01,KOI-4382.01,True,Pl
2102983496146969856,287.8793900447612,43.36407482096064,Kepler-1160,Gaia DR3 2102983496146969856|TIC 158630233|Gaia DR2 2102983496146969856|KOI-2255|2MASS J19113105+4321506|Kepler-1160|KIC 7672097,TIC 158630233,TIC 158630233,True,Ro*
2103295173333142784,284.0323767070988,39.78154243553746,Kepler-158b,Kepler-158b|KOI-446.01,Kepler-158b,Kepler-158b,True,Pl
2103452266056715392,284.63518880288655,40.71982920386645,Kepler-506,AP J18583244+4043113|LAMOST J185832.78+404311.3|LAMOST J185832.56+404311.4|LAMOST J185832.52+404311.3|UCAC4 654-067826|Gaia DR3 2103452266056715392|TIC 120317234|SPOCS 3488|GSC 03123-00710|TYC 3123-710-1|Gaia DR2 2103452266056715392|2MASS J18583244+4043113|KOI-257|Gaia DR1 2103452261757075584|Kepler-506|KIC 5514383,AP J18583244+4043113,AP J18583244+4043113,True,Er*
2103628462794226304,283.92002321011836,40.74004008153136,Kepler-1310,Gaia DR3 2103628462794226304|TIC 120043638|SPOCS 3492|Gaia DR2 2103628462794226304|2MASS J18554080+4044244|KOI-2668|Kepler-1310|KIC 5513012,TIC 120043638,TIC 120043638,True,Ro*
2103671481186902912,284.40995137287683,41.23749390669273,Kepler-200c,Kepler-200c|KOI-654.02,Kepler-200c,Kepler-200c,True,Pl
2103714637018491136,283.89941898072914,41.2215937608739,Kepler-1062,Gaia DR3 2103714637018491136|TIC 120043084|Gaia DR2 2103714637018491136|2MASS J18553585+4113177|KOI-2031|Kepler-1062|KIC 5940165,TIC 120043084,TIC 120043084,True,Ro*
2103741437614605312,283.9863493846786,41.65051251821121,Kepler-1499b,KOI-3436.01|Kepler-1499b,KOI-3436.01,KOI-3436.01,True,Pl
2103787101707694464,285.7972607782047,40.936192710756885,Kepler-1369,Gaia DR3 2103787101707694464|TIC 120686458|Gaia DR2 2103787101707694464|2MASS J19031133+4056102|KOI-2856|Kepler-1369|KIC 5688910,TIC 120686458,TIC 120686458,True,Ro*
2103867224319533824,285.2919296663069,41.25572832706277,Kepler-1849b,Kepler-1849b|KOI-2525.01,Kepler-1849b,Kepler-1849b,True,Pl
2103882548762598144,285.47649249400934,41.63266386030769,KOI-1613.02,KOI-1613.02,KOI-1613.02,KOI-1613.02,True,Pl?
2103927495598786304,286.5760120532563,41.74157876725872,Kepler-1554b,KOI-4121.01|Kepler-1554b,KOI-4121.01,KOI-4121.01,True,Pl
2103936497850300928,286.60886252401383,41.88929713415532,Kepler-1701,Kepler-1701|Gaia DR3 2103936497850300928|TIC 120899838|SPOCS 3016|Gaia DR2 2103936497850300928|2MASS J19062613+4153216|KOI-4054|KIC 6428794,Kepler-1701,Kepler-1701,True,Ro*
2104078025612319360,285.167091251641,41.966934616113235,Kepler-1661b,Kepler-1661b,Kepler-1661b,Kepler-1661b,True,Pl
2104090257679181696,285.1104813264282,42.03396237351704,Kepler-243c,Kepler-243c|KOI-857.02,Kepler-243c,Kepler-243c,True,Pl
2104168288644696320,285.37187575364146,41.99386882723593,Kepler-952,UCAC4 660-069288|Gaia DR3 2104168288644696320|TIC 120495241|Gaia DR2 2104168288644696320|KOI-1790|2MASS J19012926+4159380|Kepler-952|KIC 6504954,UCAC4 660-069288,UCAC4 660-069288,True,EB*
2104245357537867008,284.92857987911947,42.42230854326001,Kepler-1414,Gaia DR3 2104245357537867008|TIC 164828419|Gaia DR2 2104245357537867008|2MASS J18594285+4225203|KOI-3026|Kepler-1414|KIC 6929841,TIC 164828419,TIC 164828419,True,Ro*
2104344141784539264,282.97906230045015,40.78442079700303,Kepler-338c,Kepler-338c|KOI-1930.02,Kepler-338c,Kepler-338c,True,Pl
2104354690224334592,283.21159694039386,41.03801204554246,Kepler-1458b,KOI-3288.01|Kepler-1458b,KOI-3288.01,KOI-3288.01,True,Pl
2104376405579347968,282.9734893096095,41.32179226733138,Kepler-202b,Kepler-202b|KOI-657.01,Kepler-202b,Kepler-202b,True,Pl
2104705193915993216,282.00468739541157,42.17646436279882,Kepler-601b,KOI-561.01|Kepler-601b,KOI-561.01,KOI-561.01,True,Pl
2104727081069413376,281.5614577482251,42.45040595871747,Kepler-1088b,KOI-2087.01|Kepler-1088b,KOI-2087.01,KOI-2087.01,True,Pl
2104822188824798848,281.59412579704843,42.59639454043434,Kepler-1097b,KOI-2102.01|Kepler-1097b,KOI-2102.01,KOI-2102.01,True,Pl
2104839471773324032,281.91561146935663,42.77555479943435,Kepler-144c,Kepler-144c|KOI-369.02,Kepler-144c,Kepler-144c,True,Pl
2105113765565227648,283.1354746770169,43.65669292222358,Kepler-303c,Kepler-303c|KOI-1515.02,Kepler-303c,Kepler-303c,True,Pl
2105192999121723392,282.69946767753817,43.272743704147665,Kepler-714b,KOI-890.01|Kepler-714b,KOI-890.01,KOI-890.01,True,Pl
2105230794833800704,282.23972009883124,43.24408644715914,Kepler-1863b,Kepler-1863b|KOI-2631.01,Kepler-1863b,Kepler-1863b,True,Pl
2105261134483173632,282.23252001715565,43.665564290044195,Kepler-83,UCAC4 669-067990|Gaia DR3 2105261134483173632|TIC 123416515|Gaia DR2 2105261134483173632|2MASS J18485580+4339562|KOI-898|Kepler-83|KIC 7870390,UCAC4 669-067990,UCAC4 669-067990,True,Er*
2105274977158196480,281.9712353072644,43.672785039279724,Kepler-880,LAMOST J184753.10+434021.9|UCAC4 669-067903|Gaia DR3 2105274977158196480|TIC 351803495|Gaia DR2 2105274977158196480|TYC 3130-770-1|KOI-1525|2MASS J18475309+4340219|Gaia DR1 2105274977158196480|Kepler-880|KIC 7869917,LAMOST J184753.10+434021.9,LAMOST J184753.10+434021.9,True,Er*
2105318412166111232,282.4922634069496,43.98024583349855,Kepler-128b,Kepler-128b|KOI-274.01,Kepler-128b,Kepler-128b,True,Pl
